"title","author","rank_score","rating","n_reviews","n_pages","year","first_published","publisher","characters","language","series","setting","description"
"Sakit, Lah, Dekh, Donk, Weew! (Lupus Kecil, #5)","Hilman Hariwijaya",720,3.34,8,192,1993,1993,"Gramedia Pustaka Utama",NA,"Indonesian","Lupus Kecil #5",NA,"Suatu ketika Mami sakit. Tak bisa bangun dari tempat tidur. Otomatis dua anaknya yang mungil : Lupus dan Lulu jadi sibuk luar biasa. Mana Papi lagi tugas ke luar kota. Semua pekerjaan rumah, bangsa ngepel, nyapu, nyiapin sarapan harus dikerjakan bergantian oleh Lupus dan Lulu. Bayangin aja, apa jadinya itu rumah ditangani oleh dua anak paling konyol di dunia. Dan itu baru"
"Cinta Olimpiade","Hilman Hariwijaya",710,3.33,9,123,1990,NA,"PT Gramedia Pustaka Utama",NA,"Indonesian","Lupus #2",NA,NA
"Sarinah: Kewajiban Wanita Dalam Perjuangan Republik Indonesia","Sukarno",690,4.08,44,251,2001,1951,"Toko Gunung Agung",NA,NA,NA,NA,"""Saya namakan kitab ini Sarinah sebagai tanda terima kasih saya kepada pengasuh saya ketika saya masih kanak-kanak. Pengasuh saya itu bernama Sarinah. Ia 'mbok' saya... Dari dia, saya banyak mendapat pelajaran mencintai 'orang kecil'. Dia sendiri pun 'orang kecil', tetapi budinya selalu besar!""Ir. SukarnoBuku Sarinah ini pertama kali terbit pada November 1947. Isinya merup"
"Dian Yang Tak Kunjung Padam","Sutan Takdir Alisjahbana",687,3.62,24,155,1986,1932,"Dian Rakyat",NA,"Indonesian",NA,"Indonesia","Di kawasan Gunung Megang, dekat kota Palembang, tinggalah pemuda Yasin dengan ibunya. Ayahnya telah meninggal. Pada suatu hari ia berperahu ke Palembang dan bertemu pandang dengan seorang gadis jelita bernama Molek. Gadis itu putrid bangsawan di Palembang. Keduanya jatuh hati. Molek selalu teringat kegagahan Yasin, dan secara tak sadar Molek mulai suka berdandan. Begitu ju"
"Capita Selecta Jilid I","Mohammad Natsir",678,4.16,10,624,2008,1954,"Yayasan Bulan Bintang Abadi dan Media Da'wah",NA,"Indonesian",NA,NA,"Kumpulan artikel yang ditulis oleh M.Natsir di berbagai media massa.Jilid satu ini terdiri dari lima bab yang mengupas tentang kebudayaan filsafat, pendidikan, agama, ketatanegaraan, persatuan agama dan negara."
"Renungan dan Perjuangan","Sutan Sjahrir",668,3.98,5,294,1990,NA,"Penerbit Djambatan & Dian Rakyat",NA,"Indonesian",NA,NA,"Buku Renungan dan Perjuangan terdiri dari 2 bagian. Bagian I : Renungan Dalam Tahanan adalah terjemahan dari Indonesische Overpeinzingen, yang diterbitkan di Amsterdam tahun 1945. Sedangkan Bagian II : Aksi adalah tulisan Sutan Sjahrir yang ditulis atas permintaan Charles Wolf, Jr untuk dimuat dalam Out of Exile, yang diterbitkan di New York tahun 1948. Keseluruhannya dite"
"Untuk Indonesia yang Kuat: 100 Langkah Untuk Tidak Miskin","Ligwina Hananto",666,3.83,112,240,2010,NA,"Literati",NA,"Indonesian",NA,NA,"Buku ini memuat pandangan Ligwina tentang bagaimana membuat Indonesia menjadi kuat. Menurut Ligwina, kita harus memiliki Golongan Menengah yang kuat pula untuk mencapainya.Dalam buku ini Ligwina menjelaskan siapa dan apakah Golongan Menengah tersebut. Golongan Menengah tidak lain adalah mereka yang memiliki pekerjaan tetap, hidup cukup nyaman, tapi masih harus berusaha unt"
"Kau Memanggilku Malaikat","Arswendo Atmowiloto",657,3.68,55,272,2008,NA,"Gramedia Pustaka Utama",NA,"Indonesian",NA,"Indonesia","Sebagai malaikat aku bisa menemui mereka di saat terakhir hidup mereka, di beberapa tempat berbeda, dalam waktu yang sama. Aku bisa menghibur, namun tak sepenuhnya mendorong mereka untuk tidak mati pada saatnya.- Seorang istri yang setia, tulus, mengabdi pada suami, anak, serta menantunya, ingin mengetahui keberadaan suaminya. Suami yang mempermalukan, merendahkan dengan m"
"Jantera Bianglala","Ahmad Tohari",644,4.11,36,231,1986,NA,"Gramedia Pustaka Utama",NA,"Indonesian","Dukuh Paruk #3",NA,"Atas kehendaknya sendiri kehidupan sering memanjakan seseorang dengan cara memberinya kecantikan. Srintil, ronggeng Dukuh Paruk dan sekaligus daya hidup pedukuhan yang melarat itu, adalah salah seorang di antara mereka yang mendapat hadiah kecantikan.Bagi Srintil, menjadi ronggeng adalah tugas hidup yang sudah ditentukan dalam cetak biru pakem hidupnya. Namun ketika status"
"De Liefde","Afifah Afra",640,3.94,22,454,2010,NA,"Afra Publishing",NA,"Indonesian","De Winst #2",NA,"Tak mudah menjalani pembuangan di sebuah negeri asing, meskipun negeri itu adalah negeri Belanda! Tempat ia pernah menyemai cita-cita menggali ilmu pengetahuan setinggi-tingginya. Sekar Prembayun tertatih-tatih menyusuri kehidupan yang jauh dari dugaannya. Termasuk harus berurusan dengan Roesmini van de Brand, seorang perempuan indo yang dijual oleh ‘ayahnya’ di rumah pela"
"Meminang Bidadari","Asma Nadia",638,3.52,12,191,2003,NA,"FBA Press",NA,"Indonesian",NA,NA,"FBA Press - Seri PernikahanMemperkenalkan Birulaut"
"Cala Ibi","Nukila Amal",631,3.22,123,271,2003,NA,"Pena Gaia Klasik",NA,"Indonesian",NA,"Indonesia","Maya’s vreemde dromen beheersen haar nachten. Steeds verschijnt dezelfde vrouw: naamgenote Maia. De levendige dromen nemen Maia mee op onvergetelijke reizen, en gezeten op een draak genaamd Kolibrie vliegt ze over bekende en onbekende plaatsen.Door de dromen beseft Maya dat haar perfecte leven maar schijn is. Ze doet afstand van haar leven zoals ze dat kent: ze zegt haar b"
"Bulan Mati di Javasche Oranje (Johana Rijkaard, Buku 1)","Afifah Afra",627,3.82,15,216,2000,NA,"Era Novfis",NA,"Indonesian","Johana Rijkaard #1","Indonesia","Kisah Johana,putra pembesar penjajah Belanda.Pernikahannya dengan Mahmud Ali Syah, Muslim bangsawan keturunan Turki-Inggris menyebabkan mereka tinggal di Puri Javasche Orange, sebuah pabrik gula di Banyumas. Kisah tragis terjalin. Apakah Mahmud tetap meneruskan pernikahannya dengan putera penjajah seperti Johana? Berurai air mata, berdegup sebab semangat akan jihad."
"Jomblo: Sebuah Komedi Cinta","Adhitya Mulya",623,3.54,342,150,2005,2003,"Gagas Media",NA,"Indonesian",NA,NA,"Empat sahabat dengan masalah mereka dalam mencari cinta.Yang satu harus memilih—seorang yang baik atau yang cocok.Yang satu harus memilih—antara seorang perempuan atau sahabat.Yang satu harus memilih—lebih baik diam saja selamanya atau menyatakan cinta.Yang satu harus memilih—terus mencoba atau tidak sama sekali.Jomblo adalah sebuah novel yang menjawab semua pertanyaan itu"
"Ketika Jurnalisme Dibungkam Sastra Harus Bicara","Seno Gumira Ajidarma",619,4.05,25,120,1997,NA,"Yayasan Bentang Budaya",NA,"Indonesian","Trilogi Insiden",NA,"Jurnalisme terikat oleh seribu satu kendala, dari bisnis sampai politik, untuk menghadirkan dirinya, namun kendala sastra hanyalah kejujurannya sendiri. Buku Sastra bisa dibredel, tetapi kebenaran dan kesustraan menyatu bersama udara, tak tergugat dan tak tertahankan."
"Menalar Tuhan","Franz Magnis-Suseno",605,3.91,16,224,2007,2006,"Kanisius",NA,"Indonesian",NA,NA,NA
"Di Bawah Kibaran Sarung","Joko Pinurbo",594,3.74,4,112,2001,NA,"Indonesia Tera",NA,"Indonesian",NA,NA,NA
"Salah Pilih","Nur St. Iskandar",579,3.8,24,262,2006,1928,"Balai Pustaka",NA,"Indonesian",NA,"Indonesia","Sejak kecil Asri dan Asnah dibesarkan layaknya saudara kandung. Ibu Asri yang telah menjada mengasuh dan menyayangi Asnah-anak angkatnya- seperti putrinya sendiri. Kedua ""bersaudara""itu saling mengasihi, sampai tiba waktunya mereka beranjak dewasa.Salahkah jika cinta Asnah kepada sang kakak berubah menjadi cinta kepada seorang kekasih?Perasaan rendah diri sebagai seorang a"
"Kun Fayakun","Andi Bombang",579,4.32,24,626,2007,NA,"Diva Press",NA,"Indonesian","Kun Fayakun 2019, Kun Fayakun Edisi Baru #1, Kun Fayakun #1 , more",NA,"Namaku Hardi Kobra.Kalau ada orang yang ngaku preman, penjudi, pembunuh, pemabuk, penzina, atau penguasa gelap suatu kawasan di Jakarta ini yang tak gemetar kala disebut namaku, pastilah dia orang baru di sini. Jika diadakan status jabatan presiden untuk dunia hitam ini, maka akulah presidennya! Berbagai jenis pertarungan, perkelahian, tawuran, dan pembunuhan pernah kulaku"
"Politik Hati Nurani","Y.B. Mangunwijaya",576,3.97,5,119,1997,NA,"Grafiasri Mukti",NA,"Indonesian",NA,NA,"Indonesia politics and government; collected articles.Romo Mangun memang berpolitik, tapi bukan politik dalam arti mencari kekuasaan dan mempertahankannya dengan segala cara. Ia menampilkan hati nurani sebagai bagian integral dari perpolitikannya. Politik harus menggunakan hati nurani dan hati nurani sendiri juga harus dipolitikkan untuk mencapai kesejahteraan masyarakat l"
"The Da Peci Code","Ben Sohib",570,2.89,58,326,2007,NA,"Rahat Books",NA,"Indonesian",NA,"Indonesia","Apa yang tercetak dalam benak Anda saat melihat sampul buku ini ? Pertanyaan itu penting karena boleh jadi, setiap pembaca akan merasa telah ditokohkan di dalamnyaApa yang tergambar di layar otak Anda saat membaca judul novel ini?Mengapa peci menjadi begitu penting dan menjadi sebuah persoalan?Ini bukan kisah tentang misteri 'peci suci' ala 'cawan suci' yang disembunyikan"
"Miss Jutek","Yennie Hardiwidjaja",568,3.28,55,466,2004,NA,"Gagas Media",NA,"Indonesian",NA,NA,"SALMA nggak bakalan tobat. Dia nggak tau apa itu tobat. Dia bahkan nggak tau gimana cara say thank you apalagi sorry! Siapa yang nggak kenal Salma Dirgawijaya? Bekennya amit-amit, sifatnya nyolot abis, reseh, tukang berantem, tajir sekaligus keren. Cewek dengan masa lalu sekelam malam yang menghukum diri, bertahan hidup dengan misi dan caranya sendiri. Bahkan sampai membua"
"Tak Putus Dirundung Malang","Sutan Takdir Alisjahbana",564,3.85,18,NA,1929,NA,"Dian Rakyat",NA,"Indonesian",NA,"Indonesia","Aduh, nasib yang ganas, yang buas, yang tak menaruh iba-kasihan! Alangkah sampai hatimu merebut apung - apung dari orang, yang baru hendak menyeberang lautan yang penuh gelora, memadamkan suluh orang yang hendak menempuh rimba yang leba dalam gelap-gulita!Aduh, nasib yang kejam, mengapa engkau merendah yang telah rendah, mematahkan yang telah terkulai? Dunia ini penuh keaj"
"Masyarakat Sipil Untuk Transformasi Sosial: Pergolakan Ideologi LSM Indonesia","Mansour Fakih",561,4.17,1,196,2010,NA,"INSISTPress",NA,"Indonesian",NA,NA,"Buku ini menguak pergolakan ideologi dan dinamika LSM di Indonesia sejak tahun 1970an hingga tahun 1900an. Bagai memakan buah simalakama, LSM di Indonesia senantiasa berada dalam posisi dilematis untuk bisa 100% membela kepentingan rakyat tertindas, ketika keberadaan dan kehidupan LSM masih sangat tergantung pada lembaga donor dari luar negeri yang tentunya memiliki ideolo"
"Kitab Omong Kosong","Seno Gumira Ajidarma",557,4.09,86,632,2004,NA,"Bentang Pustaka",NA,"Indonesian",NA,NA,"""Tolong sampaikan agar cerita ini tidak usah dibaca karena membuang waktu, pikiran dan tenaga. Sungguh hanya suatu omong kosong belaka. Mohon maaf sekali lagi untuk permintaan tolong ini. Maaf, beribu-ribu mohon maaf.""TogogCerita ini memang ditulis oleh Togog, yang merasa minder dan terasingkan dalam sebuah dunia yang sangat memuja Semar. Berkisah tentang malapetaka serbu"
"Katastrofa Cinta","Afifah Afra",554,3.82,17,264,2008,NA,"Lingkar Pena Publishing House",NA,"Indonesian",NA,NA,"Zaman yang bergerak membawa pengembaraan Astuti melewati ruang-ruang yang terus berganti. Sesak napasnya dalam kegelapan mata dan hati. Negeri matahari tak menyisakan cahaya, ia tetap dalam ruang gelap. Menjadi perempuan yang terus merayap. Karena pahlawannya ternyata lelaki yang lemah hati. Deraan terus mengamit langkah, Astuti harus berjibaku di ruang gelap lain. Turut b"
"Bibir dalam Pispot","Hamsad Rangkuti",547,3.71,44,174,2003,NA,"Penerbit Buku Kompas",NA,"Indonesian",NA,NA,"Lewat buku kumpulan cerpen ini, selain menyuguhkan kisah-kisah menarik dalam seuntai cerita, Hamsad juga ingin berbagi pengalaman kepada pembacanya tentang bagaimana proses cerpen-cerpennya lahir. Misalnya, bagaimana sesungguhnya kisah di balik kemunculan cerpen ""Maukah Kau Menghapus Bekas Bibirnya di Bibirku dengan Bibirmu?"", yang oleh F Rahardi diakui telah menarik perha"
"Azab dan Sengsara","Merari Siregar",546,3.47,41,163,2005,1927,"Balai Pustaka",NA,"Indonesian",NA,NA,NA
"Mencari Telur Garuda","Nanang R. Hidayat",537,NA,14,140,2008,NA,"Penerbit Nalar",NA,"Indonesian",NA,NA,"Kesadaran menghargai sejarah tidak pernah dibangun di negeri kita. Orang takut belajar kepada sejarah. Karena kadang-kadang belajar sejarah itu memang seperti menyiksa diri.Oleh karena itu, kita lebih suka berlaku seperti sebuah pepatah Belanda tijd heelt wond, semua peristiwa di negeri kita sepertinya dibiarkan berlalu begitu saja. Dengan demikian, kita tidak pernah belaj"
"Perang Eropa I","P.K. Ojong",529,4.1,35,849,2004,NA,"Penerbit Buku Kompas",NA,"Indonesian",NA,NA,NA
"Moslem Millionaire","Ippho Santosa",529,4.21,21,104,2013,NA,"Elex Media Komputindo",NA,"Indonesian",NA,NA,"Buku baru dari pengarang Mega Best Seller Ippho D. Santosa. Setelah sukses besar dengan trilogi Rezeki, yaitu 7 Keajaiban Rezeki, Percepatan Rezeki, dan Hanya 2 Menit. Pada tahun 2013 ini Ippho Santosa meluncurkan buku barunya yang berjudul Moslem Millionare."
"Arok Dedes","Pramoedya Ananta Toer",517,4.2,208,421,1999,NA,"Hasta Mitra","Ken Arok, Ken Dedes, Tunggul Ametung","Indonesian",NA,"Tumapel(Indonesia)","Kisah Arok Dedes adalah kisah kudeta pertama dalam sejarah kita. Kudeta unik ala Jawa, penuh rekayasa kelicikan, lempar batu sembunyi tangan, yang punya rencana menjadi orang terhormat yang tak terlibat malah menjadi korban yang ditumpas habis."
"Jazz, Parfum, dan Insiden","Seno Gumira Ajidarma",515,3.77,75,200,1996,NA,"Yayasan Bentang Budaya",NA,"Indonesian","Trilogi Insiden",NA,"Kritik terhadap penguasa bisa disampaikan melalui apa saja. Bagi seniman tentu melalui karya-karyanya. Salah satunya Seno Gumira Ajidarma. Sebagai cerpenis, novelis sekaligus jurnalis, Seno menyampaikan kritik tajamnya kepada penguasa melalui tulisan-tulisannya. Balutan kalimat Seno dengan bahasa yang lugas selalu bisa diikuti pembaca dengan enak, meski ujung-ujungnya meng"
"Tuhan & Hal-Hal yang Tak Selesai","Goenawan Mohamad",513,3.92,75,166,2007,NA,"KataKita",NA,"Indonesian",NA,NA,"Kompilasi 99 esei pendek mengenai Tuhan dan hal-hal lain yang tak selesai. sebagian dari dalamnya merupakan versi lain dari tema Catatan Pinggir yang terbit di majalah Tempo, sebagian lainnya sama sekali baru.Semuanya ditulis di masa kita alami sekarang, ketika Tuhan tak bisa ditolak dan agama bertambah penting dalam hidup orang banyak, memberi kekuatan, menerangi jalan, t"
"Cado-cado: Catatan Dodol Calon Dokter","Ferdiriva Hamzah",503,3.67,54,208,2008,NA,"Bukune",NA,"Indonesian",NA,"Indonesia","Apa jadinya kalo kamu harus hidup berdampingan dengan orang-orang yang mengalami gangguan jiwa di sebuah rumah sakit jiwa? Mungkin, sebagian dari kamu akan menjawab, “Jangan sampe deh!”. Tapi, bagi seorang ko-ass atau asisten dokter, mereka harus siap di tempatkan di mana saja, termasuk di rumah sakit jiwa.Hal inilah yang dialami Riva. Waktu kecil, Riva emang udah akrab de"
"Perantau","Gus tf Sakai",501,3.52,12,143,2007,NA,"Gramedia Pustaka Utama",NA,"Indonesian",NA,"Indonesia","Di sebuah kampung di tanah air, merantau adalah keharusan bagi seorang laki-laki dewasa. “Pergilah merantau, Nak.” adalah kalimat yang lazim diucapkan seorang ibu di daerah itu. Namun apakah arti sesunguhnya merantau? Dalam cerpen ‘Perantau’, Gus tf Sakai bercerita dengan indah tentang makna dan harapan yang dicari oleh para perantau.Pada beberapa cerpen lainnya, Gus tf Sa"
"Pergolakan Pemikiran Islam: Catatan Harian Ahmad Wahib","Ahmad Wahib",499,4.12,68,335,2007,1981,"Middle-Eastern Graduates Centre",NA,"Malay",NA,NA,"Ahmad Wahib (1942-1973) - wartawan, budayawan dan pemikir Indonesia yang konsisten merakam pengelutan pemikirannya atas meja di sebuah bikil sewa kecil; di dalam beberapa lembar buku tulis lusuh persis diari. Beliau mengikuti secara dekat perdebatan para ilmuwan dan intelektual era Orba. Meninggal dunia digilis sepeda pada Mac malam, ketika pulang kerja. Seorang teman terg"
"Keberangkatan","Nh. Dini",498,3.54,16,184,1977,NA,"Pustaka Jaya","Rini, Lansih, Romo Beick","Indonesian",NA,"Indonesia","Keberangkatan mengisahkan percintaan seorang gadis Indo dengan seorang pemuda Jawa, tapi gagal karena pemuda itu terpaksa kawin dengan gadis lain. Gadis Indo itu mencoba mengisi kekosongan hatinya dengan memupuk cintanya kepada bumi Indonesia sebagai tanah kelahirannya, tapi kekecewaan cinta pertama masih selalu menghantui.."
"Dunia Sukab: Sejumlah Cerita","Seno Gumira Ajidarma",473,3.73,67,160,2001,NA,"Buku Kompas",NA,"Indonesian",NA,"Indonesia",NA
"Momoye: Mereka Memanggilku","Eka Hindra",468,3.92,20,314,2007,NA,"Esensi",NA,NA,NA,NA,"Momoye adalah salah satu potret buram seorang perempuan dari Yogyakarta yang dipaksa menjadi ""rangsum jepang"" pada masa pendudukan Jepang di Indonesia th 1942. Mardiyem, demikian namanya kecilnya, harus menanggung derita panjang selama menjadi Jugun Ianfu di Asrama tentara Jepang, Telawang Kalimantan Selatan. Ia disiksa, dianiaya, dipaksa melayani nafsu seks tentara Jepang"
"O Amuk Kapak","Sutardji Calzoum Bachri",465,3.97,25,133,1981,NA,"Sinar Harapan",NA,"Indonesian",NA,NA,NA
"Tesaurus Bahasa Indonesia","Eko Endarmoko",459,3.99,14,736,2006,NA,"Gramedia Pustaka Utama",NA,"Indonesian",NA,NA,"Tesaurus Indonesia menyajikan sebanyak mungkin kata dan kelompok kata serta sinonim atau padanan katanya dalam bahasa Indonesia.Dalam bahasa apa pun, tidak ada kesamaan makna yang mutlak. Karena itu, sinonim di dalam Tesaurus Indonesia disajikan dengan mempertimbangkan perbedaan-perbedaan yang ada berdasarkan dialek regional (contoh: menurut dan manut), dialek sosial (cont"
"Negeri Kabut","Seno Gumira Ajidarma",447,3.73,33,122,1999,1996,"Grasindo",NA,"Indonesian",NA,NA,"Buku Negeri Kabut ini berisi tiga belas cerpen tentang perjuangan manusia dalam mencapai keinginannya. Terkadang, untuk mencapai semua itu, tanpa disadari sang tokoh harus bertindak di luar kemampuannya. Ada pula keinginan yang di luar kendalinya: sang tokoh terjebak dalam suatu konflik yang tak mungkin dapat dihindari lagi. …. Segala sesuatu terjadi begitu saja. Tanpa sia"
"Jendela-Jendela","Fira Basuki",447,3.16,93,154,2001,NA,"PT Gramedia Widiasarana Indonesia","June, Jigme, Didit, Aji Saka, Dean Sahi","Indonesian","Trilogi Jendela - Pintu - Atap","Singapore","In Jendela-Jendela (The Windows) the main character is June, a Javanese woman who has experience cultures outside her traditions. Tell a story how life is not like walking in the park, how marriage life is not a happily ever after story. More important, how things are different in other countries. Set in different places, such as Indonesia, Singapore and USA, this novel tr"
"Orang Miskin Dilarang Sekolah!","Eko Prasetyo",447,3.7,20,255,2004,NA,"INSISTPress",NA,"Indonesian",NA,NA,"Wajah pendidikan semakin dicemari oleh mahalnya biaya dan kekerasan yang terjadi di dalamnya. Para korban, lagi-lagi adalah orang miskin yang menjadi mayoritas penduduk negeri ini. Kepercayaan atas pendidikan kian luntur, apalagi jaminan masa depannya juga kabur.Untuk itulah buku ini ditulis. Ia meneriakkan kembali suara protes; mengingatkan bahwa pendidikan yang bobrok me"
"Karmila","Marga T.",446,3.67,40,432,1990,1973,"Gramedia Pustaka Utama",NA,"Indonesian",NA,NA,"Karmila seorang mahasiswi kedokteran yang masih hijau dalam suatu pesta gila tertimpa malapetaka.Akibatnya, rencana studi, bahkan seluruh rencana hidup kacau-balau. Hati Karmila terkoyak antara ikatan yang tak dikehendakinya dengan pemuda yang telah mencemarkannya di satu pihak dan kesetiaan pada tunangan yang masih tetap mencintainya di lain pihak. Dengan gaya bahasa yang"
